14,14,56
0,13,2,1
0,13,0,-1
0,13,1,-1
0,13,3,-1
0,13,4,-1
0,13,5,-1
0,13,6,-1
0,13,7,-1
0,13,8,-1
0,13,9,-1
0,13,10,-1
0,13,11,-1
0,13,12,-1
0,13,13,-1
0,13,14,-1
0,13,15,-1
0,13,16,-1
0,13,17,-1
0,13,18,-1
0,13,19,-1
0,13,20,-1
0,13,21,-1
0,13,22,-1
0,13,23,-1
0,13,24,-1
0,13,25,-1
0,13,26,-1
0,13,27,-1
0,13,28,-1
0,13,29,-1
0,13,30,-1
0,13,31,-1
0,13,32,-1
0,13,33,-1
0,13,34,-1
0,13,35,-1
0,13,36,-1
0,13,37,-1
0,13,38,-1
0,13,39,-1
0,13,40,-1
0,13,41,-1
0,13,42,-1
0,13,43,-1
0,13,44,-1
0,13,45,-1
0,13,46,-1
0,13,47,-1
0,13,48,-1
0,13,49,-1
0,13,50,-1
0,13,51,-1
0,13,52,-1
0,13,53,-1
0,13,54,-1
0,13,55,-1
0,4,3,1
0,4,0,-1
0,4,1,-1
0,4,2,-1
0,4,4,-1
0,4,5,-1
0,4,6,-1
0,4,7,-1
0,4,8,-1
0,4,9,-1
0,4,10,-1
0,4,11,-1
0,4,12,-1
0,4,13,-1
0,4,14,-1
0,4,15,-1
0,4,16,-1
0,4,17,-1
0,4,18,-1
0,4,19,-1
0,4,20,-1
0,4,21,-1
0,4,22,-1
0,4,23,-1
0,4,24,-1
0,4,25,-1
0,4,26,-1
0,4,27,-1
0,4,28,-1
0,4,29,-1
0,4,30,-1
0,4,31,-1
0,4,32,-1
0,4,33,-1
0,4,34,-1
0,4,35,-1
0,4,36,-1
0,4,37,-1
0,4,38,-1
0,4,39,-1
0,4,40,-1
0,4,41,-1
0,4,42,-1
0,4,43,-1
0,4,44,-1
0,4,45,-1
0,4,46,-1
0,4,47,-1
0,4,48,-1
0,4,49,-1
0,4,50,-1
0,4,51,-1
0,4,52,-1
0,4,53,-1
0,4,54,-1
0,4,55,-1
0,5,3,1
0,5,0,-1
0,5,1,-1
0,5,2,-1
0,5,4,-1
0,5,5,-1
0,5,6,-1
0,5,7,-1
0,5,8,-1
0,5,9,-1
0,5,10,-1
0,5,11,-1
0,5,12,-1
0,5,13,-1
0,5,14,-1
0,5,15,-1
0,5,16,-1
0,5,17,-1
0,5,18,-1
0,5,19,-1
0,5,20,-1
0,5,21,-1
0,5,22,-1
0,5,23,-1
0,5,24,-1
0,5,25,-1
0,5,26,-1
0,5,27,-1
0,5,28,-1
0,5,29,-1
0,5,30,-1
0,5,31,-1
0,5,32,-1
0,5,33,-1
0,5,34,-1
0,5,35,-1
0,5,36,-1
0,5,37,-1
0,5,38,-1
0,5,39,-1
0,5,40,-1
0,5,41,-1
0,5,42,-1
0,5,43,-1
0,5,44,-1
0,5,45,-1
0,5,46,-1
0,5,47,-1
0,5,48,-1
0,5,49,-1
0,5,50,-1
0,5,51,-1
0,5,52,-1
0,5,53,-1
0,5,54,-1
0,5,55,-1
0,7,3,1
0,7,0,-1
0,7,1,-1
0,7,2,-1
0,7,4,-1
0,7,5,-1
0,7,6,-1
0,7,7,-1
0,7,8,-1
0,7,9,-1
0,7,10,-1
0,7,11,-1
0,7,12,-1
0,7,13,-1
0,7,14,-1
0,7,15,-1
0,7,16,-1
0,7,17,-1
0,7,18,-1
0,7,19,-1
0,7,20,-1
0,7,21,-1
0,7,22,-1
0,7,23,-1
0,7,24,-1
0,7,25,-1
0,7,26,-1
0,7,27,-1
0,7,28,-1
0,7,29,-1
0,7,30,-1
0,7,31,-1
0,7,32,-1
0,7,33,-1
0,7,34,-1
0,7,35,-1
0,7,36,-1
0,7,37,-1
0,7,38,-1
0,7,39,-1
0,7,40,-1
0,7,41,-1
0,7,42,-1
0,7,43,-1
0,7,44,-1
0,7,45,-1
0,7,46,-1
0,7,47,-1
0,7,48,-1
0,7,49,-1
0,7,50,-1
0,7,51,-1
0,7,52,-1
0,7,53,-1
0,7,54,-1
0,7,55,-1
0,9,3,1
0,9,0,-1
0,9,1,-1
0,9,2,-1
0,9,4,-1
0,9,5,-1
0,9,6,-1
0,9,7,-1
0,9,8,-1
0,9,9,-1
0,9,10,-1
0,9,11,-1
0,9,12,-1
0,9,13,-1
0,9,14,-1
0,9,15,-1
0,9,16,-1
0,9,17,-1
0,9,18,-1
0,9,19,-1
0,9,20,-1
0,9,21,-1
0,9,22,-1
0,9,23,-1
0,9,24,-1
0,9,25,-1
0,9,26,-1
0,9,27,-1
0,9,28,-1
0,9,29,-1
0,9,30,-1
0,9,31,-1
0,9,32,-1
0,9,33,-1
0,9,34,-1
0,9,35,-1
0,9,36,-1
0,9,37,-1
0,9,38,-1
0,9,39,-1
0,9,40,-1
0,9,41,-1
0,9,42,-1
0,9,43,-1
0,9,44,-1
0,9,45,-1
0,9,46,-1
0,9,47,-1
0,9,48,-1
0,9,49,-1
0,9,50,-1
0,9,51,-1
0,9,52,-1
0,9,53,-1
0,9,54,-1
0,9,55,-1
0,10,3,1
0,10,0,-1
0,10,1,-1
0,10,2,-1
0,10,4,-1
0,10,5,-1
0,10,6,-1
0,10,7,-1
0,10,8,-1
0,10,9,-1
0,10,10,-1
0,10,11,-1
0,10,12,-1
0,10,13,-1
0,10,14,-1
0,10,15,-1
0,10,16,-1
0,10,17,-1
0,10,18,-1
0,10,19,-1
0,10,20,-1
0,10,21,-1
0,10,22,-1
0,10,23,-1
0,10,24,-1
0,10,25,-1
0,10,26,-1
0,10,27,-1
0,10,28,-1
0,10,29,-1
0,10,30,-1
0,10,31,-1
0,10,32,-1
0,10,33,-1
0,10,34,-1
0,10,35,-1
0,10,36,-1
0,10,37,-1
0,10,38,-1
0,10,39,-1
0,10,40,-1
0,10,41,-1
0,10,42,-1
0,10,43,-1
0,10,44,-1
0,10,45,-1
0,10,46,-1
0,10,47,-1
0,10,48,-1
0,10,49,-1
0,10,50,-1
0,10,51,-1
0,10,52,-1
0,10,53,-1
0,10,54,-1
0,10,55,-1
0,11,3,1
0,11,0,-1
0,11,1,-1
0,11,2,-1
0,11,4,-1
0,11,5,-1
0,11,6,-1
0,11,7,-1
0,11,8,-1
0,11,9,-1
0,11,10,-1
0,11,11,-1
0,11,12,-1
0,11,13,-1
0,11,14,-1
0,11,15,-1
0,11,16,-1
0,11,17,-1
0,11,18,-1
0,11,19,-1
0,11,20,-1
0,11,21,-1
0,11,22,-1
0,11,23,-1
0,11,24,-1
0,11,25,-1
0,11,26,-1
0,11,27,-1
0,11,28,-1
0,11,29,-1
0,11,30,-1
0,11,31,-1
0,11,32,-1
0,11,33,-1
0,11,34,-1
0,11,35,-1
0,11,36,-1
0,11,37,-1
0,11,38,-1
0,11,39,-1
0,11,40,-1
0,11,41,-1
0,11,42,-1
0,11,43,-1
0,11,44,-1
0,11,45,-1
0,11,46,-1
0,11,47,-1
0,11,48,-1
0,11,49,-1
0,11,50,-1
0,11,51,-1
0,11,52,-1
0,11,53,-1
0,11,54,-1
0,11,55,-1
0,12,3,1
0,12,0,-1
0,12,1,-1
0,12,2,-1
0,12,4,-1
0,12,5,-1
0,12,6,-1
0,12,7,-1
0,12,8,-1
0,12,9,-1
0,12,10,-1
0,12,11,-1
0,12,12,-1
0,12,13,-1
0,12,14,-1
0,12,15,-1
0,12,16,-1
0,12,17,-1
0,12,18,-1
0,12,19,-1
0,12,20,-1
0,12,21,-1
0,12,22,-1
0,12,23,-1
0,12,24,-1
0,12,25,-1
0,12,26,-1
0,12,27,-1
0,12,28,-1
0,12,29,-1
0,12,30,-1
0,12,31,-1
0,12,32,-1
0,12,33,-1
0,12,34,-1
0,12,35,-1
0,12,36,-1
0,12,37,-1
0,12,38,-1
0,12,39,-1
0,12,40,-1
0,12,41,-1
0,12,42,-1
0,12,43,-1
0,12,44,-1
0,12,45,-1
0,12,46,-1
0,12,47,-1
0,12,48,-1
0,12,49,-1
0,12,50,-1
0,12,51,-1
0,12,52,-1
0,12,53,-1
0,12,54,-1
0,12,55,-1
0,13,3,1
0,13,0,-1
0,13,1,-1
0,13,2,-1
0,13,4,-1
0,13,5,-1
0,13,6,-1
0,13,7,-1
0,13,8,-1
0,13,9,-1
0,13,10,-1
0,13,11,-1
0,13,12,-1
0,13,13,-1
0,13,14,-1
0,13,15,-1
0,13,16,-1
0,13,17,-1
0,13,18,-1
0,13,19,-1
0,13,20,-1
0,13,21,-1
0,13,22,-1
0,13,23,-1
0,13,24,-1
0,13,25,-1
0,13,26,-1
0,13,27,-1
0,13,28,-1
0,13,29,-1
0,13,30,-1
0,13,31,-1
0,13,32,-1
0,13,33,-1
0,13,34,-1
0,13,35,-1
0,13,36,-1
0,13,37,-1
0,13,38,-1
0,13,39,-1
0,13,40,-1
0,13,41,-1
0,13,42,-1
0,13,43,-1
0,13,44,-1
0,13,45,-1
0,13,46,-1
0,13,47,-1
0,13,48,-1
0,13,49,-1
